path,artist,author,title,description,date,medium,dimensions,institution,department,inscriptions,notes,accession_number,source,permission,categories
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Gymnothorax (Espece nouvelle) (Rio de Janeiro, Brazil, 10 June 1865)urn-3:FMUS.MCZ:2004-325369.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Gymnothorax (Espece nouvelle) (Rio de Janeiro, Brazil, 10 June 1865)",Taxonomic Classification: Animalia--Muraenidae--Gymnothorax. Common Name: Moray eel,1865-06-10,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Muronides. Genre Gymnothorax. Espece nouvelles. Il y en a une espece ile noire--Agassiz, Louis. Morea /- preta/! + Il devient noir en agran disssant. Rio 10. Juin /65 JB--Burkhardt, Jacques",1 fish drawing (9 x 22 cm.),MH:MCZArtwork ARC_209-045,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-045 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Gymnothorax (Espece nouvelle) (Rio de Janeiro, Brazil, 14 July 1865)urn-3:FMUS.MCZ:2004-325370.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Gymnothorax (Espece nouvelle) (Rio de Janeiro, Brazil, 14 July 1865)",Taxonomic Classification: Animalia--Muraenidae--Gymnothorax. Common Name: Moray eel,1865-07-14,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Muronides. Genre Gymnothorax. Espece nouvelle. Differe de celle a petits points blancs. Il y en a une autre a marbonnes vertes.--Agassiz, Louis. Morea. Rio 14 Juillet /65 JB.--Burkhardt, Jacques",1 fish drawing (8 x 22 cm.),MH:MCZArtwork ARC_209-046,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-046 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Congerurn-3:FMUS.MCZ:2004-325371.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Conger,Taxonomic Classification: Animalia--Heterocongridae--Conger. Common Name: Conger eel,1865-06-11,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Muronides. Genre Conger. Espece inedite.--Agassiz, Louis. Mucum Congro. Rio le 11. Juin /65 J.B.--Burkhardt, Jacques",1 fish drawing (9 x 21 cm.),MH:MCZArtwork ARC_209-047,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-047 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Ophisurusurn-3:FMUS.MCZ:2004-325372.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Ophisurus,Taxonomic Classification: Animalia--Ophichthidae--Ophisurus. Common Name: Eel,1865-07-13,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Muronoides. Genre Ophisurus. Espece nouvelle.--Agassiz, Louis. Mucum. 13 Juillet /65 Rio JB.--Burkhardt, Jacques",1 eel drawing (7 x 22 cm.),MH:MCZArtwork ARC_209-048,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-048 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Fistularia tabacaria (Rio de Janeiro, Brazil, 2 June 1865)urn-3:FMUS.MCZ:2004-325373.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Fistularia tabacaria (Rio de Janeiro, Brazil, 2 June 1865)",Taxonomic Classification: Animalia--Fistulariidae--Fistularia tabacaria. Common Name: Bluespotted cornetfish,1865-06-02,watercolor on paper,18 x 27 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Fistularides. Genre Fistuluria. Espece Fist. Marckgravii Cast. [?]--Agassiz, Louis. Trombeta. Rio Juin 2. /65 J.B.--Burkhardt, Jacques",2 fish drawings (2 x 26 cm. and 2 x 11 cm.),MH:MCZArtwork ARC_209-049,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-049 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Tetraodon spengleriurn-3:FMUS.MCZ:2004-385686.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Tetraodon spengleri,Taxonomic Classification: Animalia--Tetraodontidae--Tetraodon--Tetraodon spengleri. Common Name: Pufferfish,1865-07-22,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],Baracu merin. Tetrodon Spengleri Bl. Rio le 22 Juillet /65 JB.,1 fish drawing (3 x 10 cm.),MH:MCZArtwork ARC_209-053,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-053 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Platessa (Rio de Janeiro, Brazil, 10 June 1865; green)urn-3:FMUS.MCZ:2004-385690.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Platessa (Rio de Janeiro, Brazil, 10 June 1865; green)",Taxonomic Classification: Animalia--Pleuronectidae--Platessa. Common Name: Flounder,1865-06-10,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Pleuronectides. Genre Platessa. Espece inedite. Yeux petits & tres rapprochy [?] grones scallans [?]--Agassiz, Louis. Ling. do mar grosso L - verdadein -. Rio 10 Juin /65 JB.--Burkhardt, Jacques",1 fish drawing (6 x 15 cm.),MH:MCZArtwork ARC_209-057,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-057 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Plagusiaurn-3:FMUS.MCZ:2004-385691.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Plagusia,Taxonomic Classification: Animalia--Pleuronectidae--Plagusia. Common Name: Flounder,1865-06-08,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Pleuronectides. Genre Plagusia. Espece nouvelle. Il y a deux especes de ce genre, d'une a peu de bandes & sans verses et ses nageoisey n'ont pas ou taches difininy. Celle ci a les bandes miny dices. [?]--Agassiz, Louis. Linguado - lingua do vaca - L. de mulata. Rio 8 Juin /65. JB.--Burkhardt, Jacques",1 fish drawing (6 x 13 cm.),MH:MCZArtwork ARC_209-058,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-058 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Achirusurn-3:FMUS.MCZ:2004-385692.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Achirus,Taxonomic Classification: Animalia--Pleuronectidae--Achirus. Common Name: Flounder,1865-06-16,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Pleuronectides. Genre Achirus. Espece nouvelle?--Agassiz, Louis. Ling. taipa -. Rio 16. Juin /65 JB.--Burkhardt, Jacques",1 fish drawing (9 x 13 cm.),MH:MCZArtwork ARC_209-059,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-059 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Plagusia brasiliensis (Rio de Janeiro, Brazil, 5 July 1865)urn-3:FMUS.MCZ:2004-385693.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Plagusia brasiliensis (Rio de Janeiro, Brazil, 5 July 1865)",Taxonomic Classification: Animalia--Pleuronectidae--Plagusia--Plagusia brasiliensis. Common Name: Flounder,1865-07-05,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Pleuronectides. Genre Plagusia. Esp. Pl. brasiliensis. [at bottom:] Plagusia brasiliensis--Agassiz, Louis. Linguado azevia [?]. - lingua devaca L - de mulata. Rio le 5 Juillet. /65 JB.--Burkhardt, Jacques",1 fish drawing (8 x 20 cm.),MH:MCZArtwork ARC_209-060,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-060 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Achirus lineatus (Rio de Janeiro, Brazil, 8 May 1865)urn-3:FMUS.MCZ:2004-385694.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Achirus lineatus (Rio de Janeiro, Brazil, 8 May 1865)",Taxonomic Classification: Animalia--Pleuronectidae--Achirus--Achirus mollis. Common Name: Lined sole,1865-05-08,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Pleuronectides. Genre Achirus. Espec. Achirus mollis. est synonyme du Monochir maculipennis Agass. de la collection de Spix, on cette espece est representee d'une teinte trop foncee. Il y en a de julez fonces & de plus gris, firant meme au nous. Market. Achirus. The same as Pisc. bras. which are too black.--Agassiz, Louis. Ling - tapa. Rio le 8 May /65. JB.--Burkhardt, Jacques",1 fish drawing (11 x 15 cm.),MH:MCZArtwork ARC_209-061,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-061 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Achirus (Rio de Janeiro, Brazil, 16 June 1865)urn-3:FMUS.MCZ:2004-385696.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Achirus (Rio de Janeiro, Brazil, 16 June 1865)",Taxonomic Classification: Animalia--Pleuronectidae--Achirus. Common Name: Sole,,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Pleuronectides. Genre Achirus. Espece inedite?--Agassiz, Louis. Rio 16 Juin /65 JB.--Burkhardt, Jacques. Ling - tapa",,MH:MCZArtwork ARC_209-063,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-063 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
